Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-08-22 14:44:07.732 +0100,"Failure",0:00:00,1,0,0,"20170822_144407.732/LogFile.txt","","STFileException -- Attempt to access unopened file: ",0
